,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy,precision
147,25,20.0,0.1,1,3,0.47166921898928027,0.672077922077922
148,25,20.0,0.1,2,0,0.4670750382848392,0.672077922077922
149,25,20.0,0.1,2,1,0.48545176110260335,0.672077922077922
150,25,20.0,0.1,2,2,0.4793261868300153,0.672077922077922
151,25,20.0,0.1,2,3,0.4885145482388974,0.672077922077922
152,25,20.0,0.1,3,0,0.4762633996937213,0.672077922077922
153,25,20.0,0.1,3,1,0.4655436447166922,0.672077922077922
154,25,20.0,0.1,3,2,0.46248085758039814,0.672077922077922
155,25,20.0,0.1,3,3,0.45941807044410415,0.672077922077922
156,25,20.0,0.1,4,0,0.4762633996937213,0.672077922077922
157,25,20.0,0.1,4,1,0.4670750382848392,0.672077922077922
158,25,20.0,0.1,4,2,0.47166921898928027,0.672077922077922
159,25,20.0,0.1,4,3,0.48238897396630936,0.672077922077922
160,25,20.0,0.2,1,0,0.4885145482388974,0.672077922077922
161,25,20.0,0.2,1,1,0.4762633996937213,0.672077922077922
162,25,20.0,0.2,1,2,0.49770290964777947,0.672077922077922
163,25,20.0,0.2,1,3,0.48085758039816234,0.672077922077922
164,25,20.0,0.2,2,0,0.48392036753445633,0.672077922077922
165,25,20.0,0.2,2,1,0.4992343032159265,0.672077922077922
166,25,20.0,0.2,2,2,0.48238897396630936,0.672077922077922
167,25,20.0,0.2,2,3,0.47320061255742724,0.672077922077922
168,25,20.0,0.2,3,0,0.48085758039816234,0.672077922077922
169,25,20.0,0.2,3,1,0.4869831546707504,0.672077922077922
170,25,20.0,0.2,3,2,0.4762633996937213,0.672077922077922
171,25,20.0,0.2,3,3,0.47013782542113325,0.672077922077922
172,25,20.0,0.2,4,0,0.47320061255742724,0.672077922077922
173,25,20.0,0.2,4,1,0.4885145482388974,0.672077922077922
174,25,20.0,0.2,4,2,0.47166921898928027,0.672077922077922
175,25,20.0,0.2,4,3,0.4777947932618683,0.672077922077922
176,25,20.0,0.3,1,0,0.5007656967840735,0.672077922077922
177,25,20.0,0.3,1,1,0.5053598774885145,0.672077922077922
178,25,20.0,0.3,1,2,0.4885145482388974,0.672077922077922
179,25,20.0,0.3,1,3,0.4869831546707504,0.672077922077922
180,25,20.0,0.3,2,0,0.4762633996937213,0.672077922077922
181,25,20.0,0.3,2,1,0.4793261868300153,0.672077922077922
182,25,20.0,0.3,2,2,0.49617151607963245,0.672077922077922
183,25,20.0,0.3,2,3,0.48545176110260335,0.672077922077922
